vondstnummer;project_code;subcategorie;object;begin_dat;eind_dat;vlak_max;munt_lengte_diameter_in_mm;vondstnummer,project_code,subcategorie,object,begin_dat,eind_dat,vlak_max,munt_lengte_diameter_in_mm
NZD1.00507MTL126;NZD1;metaal: koper;munt;1604.0;1605.0;-12.25;22.0;NZD1.00507MTL126,NZD1,metaal: koper,munt,1604.0,1605.0,-12.25,22.0
NZD1.00507MTL127;NZD1;metaal: koper;munt;1668.0;1668.0;-12.25;26.0;NZD1.00507MTL127,NZD1,metaal: koper,munt,1668.0,1668.0,-12.25,26.0
NZD1.00507MTL156;NZD1;metaal: koper;munt;1843.0;1843.0;-12.25;16.0;NZD1.00507MTL156,NZD1,metaal: koper,munt,1843.0,1843.0,-12.25,16.0
NZD1.00507MTL157;NZD1;metaal: koper;munt;1827.0;1827.0;-12.25;22.0;NZD1.00507MTL157,NZD1,metaal: koper,munt,1827.0,1827.0,-12.25,22.0
NZD1.00507MTL158;NZD1;metaal: koper;munt;1833.0;1919.0;-12.25;22.0;NZD1.00507MTL158,NZD1,metaal: koper,munt,1833.0,1919.0,-12.25,22.0
NZD1.00507MTL159;NZD1;metaal: koper;munt;1833.0;1919.0;-12.25;22.0;NZD1.00507MTL159,NZD1,metaal: koper,munt,1833.0,1919.0,-12.25,22.0
NZD1.00507MTL160;NZD1;metaal: brons;munt;1980.0;1980.0;-12.25;21.0;NZD1.00507MTL160,NZD1,metaal: brons,munt,1980.0,1980.0,-12.25,21.0
NZD1.00507MTL161;NZD1;metaal: brons;munt;1977.0;1977.0;-12.25;21.0;NZD1.00507MTL161,NZD1,metaal: brons,munt,1977.0,1977.0,-12.25,21.0
NZD1.00507MTL162;NZD1;metaal: brons;munt;1959.0;1959.0;-12.25;17.0;NZD1.00507MTL162,NZD1,metaal: brons,munt,1959.0,1959.0,-12.25,17.0
NZD1.00507MTL163;NZD1;metaal: brons;munt;1953.0;1953.0;-12.25;17.0;NZD1.00507MTL163,NZD1,metaal: brons,munt,1953.0,1953.0,-12.25,17.0
NZD1.00507MTL164;NZD1;metaal: brons;munt;1951.0;1951.0;-12.25;17.0;NZD1.00507MTL164,NZD1,metaal: brons,munt,1951.0,1951.0,-12.25,17.0
NZD1.00507MTL165;NZD1;metaal: brons;munt;1970.0;1970.0;-12.25;17.0;NZD1.00507MTL165,NZD1,metaal: brons,munt,1970.0,1970.0,-12.25,17.0
NZD1.00507MTL166;NZD1;metaal: brons;munt;1948.0;1948.0;-12.25;17.0;NZD1.00507MTL166,NZD1,metaal: brons,munt,1948.0,1948.0,-12.25,17.0
NZD1.00507MTL167;NZD1;metaal: brons;munt;1948.0;1948.0;-12.25;17.0;NZD1.00507MTL167,NZD1,metaal: brons,munt,1948.0,1948.0,-12.25,17.0
NZD1.00507MTL168;NZD1;metaal: brons;munt;1965.0;1965.0;-12.25;17.0;NZD1.00507MTL168,NZD1,metaal: brons,munt,1965.0,1965.0,-12.25,17.0
NZD1.00507MTL169;NZD1;metaal: brons;munt;1915.0;1915.0;-12.25;19.0;NZD1.00507MTL169,NZD1,metaal: brons,munt,1915.0,1915.0,-12.25,19.0
NZD1.00507MTL170;NZD1;metaal: brons;munt;1917.0;1917.0;-12.25;19.0;NZD1.00507MTL170,NZD1,metaal: brons,munt,1917.0,1917.0,-12.25,19.0
NZD1.00507MTL171;NZD1;metaal: nikkel;munt;1954.0;1954.0;-12.25;15.0;NZD1.00507MTL171,NZD1,metaal: nikkel,munt,1954.0,1954.0,-12.25,15.0
NZD1.00507MTL172;NZD1;metaal: nikkel;munt;1993.0;1993.0;-12.25;15.0;NZD1.00507MTL172,NZD1,metaal: nikkel,munt,1993.0,1993.0,-12.25,15.0
NZD1.00507MTL173;NZD1;metaal: nikkel;munt;1980.0;1980.0;-12.25;15.0;NZD1.00507MTL173,NZD1,metaal: nikkel,munt,1980.0,1980.0,-12.25,15.0
NZD1.00507MTL174;NZD1;metaal: nikkel;munt;1980.0;1980.0;-12.25;15.0;NZD1.00507MTL174,NZD1,metaal: nikkel,munt,1980.0,1980.0,-12.25,15.0
NZD1.00507MTL175;NZD1;metaal: nikkel;munt;1980.0;1980.0;-12.25;19.0;NZD1.00507MTL175,NZD1,metaal: nikkel,munt,1980.0,1980.0,-12.25,19.0
NZD1.00507MTL176;NZD1;metaal: nikkel;munt;1976.0;1976.0;-12.25;19.0;NZD1.00507MTL176,NZD1,metaal: nikkel,munt,1976.0,1976.0,-12.25,19.0
NZD1.00507MTL177;NZD1;metaal: nikkel;munt;1988.0;1988.0;-12.25;19.0;NZD1.00507MTL177,NZD1,metaal: nikkel,munt,1988.0,1988.0,-12.25,19.0
NZD1.00507MTL178;NZD1;metaal: nikkel-brons;munt;1988.0;1988.0;-12.25;23.5;NZD1.00507MTL178,NZD1,metaal: nikkel-brons,munt,1988.0,1988.0,-12.25,23.5
NZD1.00507MTL179;NZD1;metaal: nikkel;munt;1930.0;1930.0;-12.25;18.0;NZD1.00507MTL179,NZD1,metaal: nikkel,munt,1930.0,1930.0,-12.25,18.0
NZD1.00507MTL180;NZD1;metaal: brons;munt;1948.0;1948.0;-12.25;17.0;NZD1.00507MTL180,NZD1,metaal: brons,munt,1948.0,1948.0,-12.25,17.0
NZD1.00507MTL181;NZD1;metaal: brons;munt;1988.0;1988.0;-12.25;20.0;NZD1.00507MTL181,NZD1,metaal: brons,munt,1988.0,1988.0,-12.25,20.0
NZD1.00507MTL182;NZD1;metaal: ijzer-koper;munt;1994.0;1994.0;-12.25;16.5;NZD1.00507MTL182,NZD1,metaal: ijzer-koper,munt,1994.0,1994.0,-12.25,16.5
NZD1.00507MTL183;NZD1;metaal: aluminium-messing;munt;1983.0;1983.0;-12.25;17.0;NZD1.00507MTL183,NZD1,metaal: aluminium-messing,munt,1983.0,1983.0,-12.25,17.0
NZD1.00507MTL184;NZD1;metaal: zilver;munt;1945.0;1945.0;-12.25;15.0;NZD1.00507MTL184,NZD1,metaal: zilver,munt,1945.0,1945.0,-12.25,15.0
NZD1.00507MTL193;NZD1;metaal: messing;muntgewicht;1500.0;1800.0;-12.25;;NZD1.00507MTL193,NZD1,metaal: messing,muntgewicht,1500.0,1800.0,-12.25,
NZD1.00507MTL194;NZD1;metaal: brons;munt;1877.0;1907.0;-12.25;19.0;NZD1.00507MTL194,NZD1,metaal: brons,munt,1877.0,1907.0,-12.25,19.0
NZD1.00508MTL009;NZD1;metaal: brons;munt;1991.0;1991.0;-12.25;21.0;NZD1.00508MTL009,NZD1,metaal: brons,munt,1991.0,1991.0,-12.25,21.0
NZD1.00508MTL010;NZD1;metaal: brons;munt;1958.0;1958.0;-12.25;17.0;NZD1.00508MTL010,NZD1,metaal: brons,munt,1958.0,1958.0,-12.25,17.0
NZD1.00508MTL011;NZD1;metaal: koper-zink;munt;1945.0;1945.0;-12.25;19.0;NZD1.00508MTL011,NZD1,metaal: koper-zink,munt,1945.0,1945.0,-12.25,19.0
NZD1.00509MTL039;NZD1;metaal: nikkel;munt;1972.0;1972.0;-12.25;15.0;NZD1.00509MTL039,NZD1,metaal: nikkel,munt,1972.0,1972.0,-12.25,15.0
NZD1.00509MTL040;NZD1;metaal: brons;munt;1951.0;1951.0;-12.25;25.5;NZD1.00509MTL040,NZD1,metaal: brons,munt,1951.0,1951.0,-12.25,25.5
NZD1.00510MTL018;NZD1;metaal: nikkel;munt;1948.0;1948.0;-12.85;15.0;NZD1.00510MTL018,NZD1,metaal: nikkel,munt,1948.0,1948.0,-12.85,15.0
NZD1.00510MTL030;NZD1;metaal: zilver;munt;1686.0;1686.0;-12.85;27.0;NZD1.00510MTL030,NZD1,metaal: zilver,munt,1686.0,1686.0,-12.85,27.0
NZD1.00510MTL033;NZD1;metaal: brons;munt;1915.0;1915.0;-12.85;23.4;NZD1.00510MTL033,NZD1,metaal: brons,munt,1915.0,1915.0,-12.85,23.4
NZD1.00510MTL034;NZD1;metaal: koper-nikkel;munt;1971.0;1971.0;-12.85;24.0;NZD1.00510MTL034,NZD1,metaal: koper-nikkel,munt,1971.0,1971.0,-12.85,24.0
NZD1.00510MTL035;NZD1;metaal: brons;munt;1991.0;1991.0;-12.85;21.0;NZD1.00510MTL035,NZD1,metaal: brons,munt,1991.0,1991.0,-12.85,21.0
NZD1.00510MTL036;NZD1;metaal: brons;munt;1980.0;1980.0;-12.85;21.0;NZD1.00510MTL036,NZD1,metaal: brons,munt,1980.0,1980.0,-12.85,21.0
NZD1.00510MTL037;NZD1;metaal: messing;muntgewicht;1500.0;1800.0;-12.85;;NZD1.00510MTL037,NZD1,metaal: messing,muntgewicht,1500.0,1800.0,-12.85,
NZD1.00510MTL038;NZD1;metaal: messing;muntgewicht;1500.0;1800.0;-12.85;;NZD1.00510MTL038,NZD1,metaal: messing,muntgewicht,1500.0,1800.0,-12.85,
NZD1.00512MTL010;NZD1;metaal: brons;munt;1950.0;1950.0;-12.85;21.0;NZD1.00512MTL010,NZD1,metaal: brons,munt,1950.0,1950.0,-12.85,21.0
NZD1.00512MTL011;NZD1;metaal: koperlegering;munt;1999.0;1999.0;-12.85;19.75;NZD1.00512MTL011,NZD1,metaal: koperlegering,munt,1999.0,1999.0,-12.85,19.75
NZD1.00513MTL023;NZD1;metaal: brons;munt;1948.0;1948.0;-12.85;21.0;NZD1.00513MTL023,NZD1,metaal: brons,munt,1948.0,1948.0,-12.85,21.0
NZD1.00513MTL024;NZD1;metaal: brons;munt;1951.0;1951.0;-12.85;17.0;NZD1.00513MTL024,NZD1,metaal: brons,munt,1951.0,1951.0,-12.85,17.0
NZD1.00513MTL025;NZD1;metaal: brons;munt;1967.0;1967.0;-12.85;17.0;NZD1.00513MTL025,NZD1,metaal: brons,munt,1967.0,1967.0,-12.85,17.0
NZD1.00513MTL026;NZD1;metaal: nikkel;munt;1974.0;1974.0;-12.85;15.0;NZD1.00513MTL026,NZD1,metaal: nikkel,munt,1974.0,1974.0,-12.85,15.0
NZD1.00513MTL027;NZD1;metaal: brons;munt;1934.0;1934.0;-12.85;14.0;NZD1.00513MTL027,NZD1,metaal: brons,munt,1934.0,1934.0,-12.85,14.0
NZD1.00513MTL028;NZD1;metaal: ijzer-koper;munt;1999.0;1999.0;-12.85;20.0;NZD1.00513MTL028,NZD1,metaal: ijzer-koper,munt,1999.0,1999.0,-12.85,20.0
NZD1.00515MTL014;NZD1;metaal: koper;munt;1581.0;1581.0;-12.85;26.0;NZD1.00515MTL014,NZD1,metaal: koper,munt,1581.0,1581.0,-12.85,26.0
NZD1.00515MTL017;NZD1;metaal: brons;munt;1955.0;1955.0;-12.85;17.0;NZD1.00515MTL017,NZD1,metaal: brons,munt,1955.0,1955.0,-12.85,17.0
