vondstnummer;project_code;subcategorie;object;begin_dat;eind_dat;vlak_max;munt_lengte_diameter_in_mm;vondstnummer,project_code,subcategorie,object,begin_dat,eind_dat,vlak_max,munt_lengte_diameter_in_mm
NZD1.00629MTL009;NZD1;metaal: nikkel;munt;1950.0;1950.0;;19.0;NZD1.00629MTL009,NZD1,metaal: nikkel,munt,1950.0,1950.0,,19.0
NZD1.00629MTL010;NZD1;metaal: nikkel;munt;1950.0;1950.0;;19.0;NZD1.00629MTL010,NZD1,metaal: nikkel,munt,1950.0,1950.0,,19.0
NZD1.00629MTL011;NZD1;metaal: nikkel;munt;1951.0;1951.0;;19.0;NZD1.00629MTL011,NZD1,metaal: nikkel,munt,1951.0,1951.0,,19.0
NZD1.00629MTL012;NZD1;metaal: nikkel;munt;1975.0;1975.0;;19.0;NZD1.00629MTL012,NZD1,metaal: nikkel,munt,1975.0,1975.0,,19.0
NZD1.00629MTL013;NZD1;metaal: nikkel;munt;1988.0;1988.0;;19.0;NZD1.00629MTL013,NZD1,metaal: nikkel,munt,1988.0,1988.0,,19.0
NZD1.00629MTL014;NZD1;metaal: nikkel;munt;2000.0;2000.0;;19.0;NZD1.00629MTL014,NZD1,metaal: nikkel,munt,2000.0,2000.0,,19.0
NZD1.00629MTL015;NZD1;metaal: zilver;munt;1918.0;1918.0;;15.0;NZD1.00629MTL015,NZD1,metaal: zilver,munt,1918.0,1918.0,,15.0
NZD1.00629MTL016;NZD1;metaal: zilver;munt;1928.0;1928.0;;15.0;NZD1.00629MTL016,NZD1,metaal: zilver,munt,1928.0,1928.0,,15.0
NZD1.00629MTL017;NZD1;metaal: nikkel;munt;1948.0;1948.0;;15.0;NZD1.00629MTL017,NZD1,metaal: nikkel,munt,1948.0,1948.0,,15.0
NZD1.00629MTL018;NZD1;metaal: nikkel;munt;1950.0;1950.0;;15.0;NZD1.00629MTL018,NZD1,metaal: nikkel,munt,1950.0,1950.0,,15.0
NZD1.00629MTL019;NZD1;metaal: nikkel;munt;1951.0;1951.0;;15.0;NZD1.00629MTL019,NZD1,metaal: nikkel,munt,1951.0,1951.0,,15.0
NZD1.00629MTL020;NZD1;metaal: nikkel;munt;1951.0;1951.0;;15.0;NZD1.00629MTL020,NZD1,metaal: nikkel,munt,1951.0,1951.0,,15.0
NZD1.00629MTL021;NZD1;metaal: nikkel;munt;1959.0;1959.0;;15.0;NZD1.00629MTL021,NZD1,metaal: nikkel,munt,1959.0,1959.0,,15.0
NZD1.00629MTL022;NZD1;metaal: brons;munt;1952.0;1952.0;;21.0;NZD1.00629MTL022,NZD1,metaal: brons,munt,1952.0,1952.0,,21.0
NZD1.00629MTL023;NZD1;metaal: brons;munt;1948.0;1948.0;;21.0;NZD1.00629MTL023,NZD1,metaal: brons,munt,1948.0,1948.0,,21.0
NZD1.00629MTL024;NZD1;metaal: brons;munt;1950.0;1950.0;;21.0;NZD1.00629MTL024,NZD1,metaal: brons,munt,1950.0,1950.0,,21.0
NZD1.00629MTL025;NZD1;metaal: brons;munt;1953.0;1953.0;;21.0;NZD1.00629MTL025,NZD1,metaal: brons,munt,1953.0,1953.0,,21.0
NZD1.00629MTL026;NZD1;metaal: brons;munt;1964.0;1964.0;;21.0;NZD1.00629MTL026,NZD1,metaal: brons,munt,1964.0,1964.0,,21.0
NZD1.00629MTL027;NZD1;metaal: brons;munt;1975.0;1975.0;;21.0;NZD1.00629MTL027,NZD1,metaal: brons,munt,1975.0,1975.0,,21.0
NZD1.00629MTL028;NZD1;metaal: brons;munt;1996.0;1996.0;;21.0;NZD1.00629MTL028,NZD1,metaal: brons,munt,1996.0,1996.0,,21.0
NZD1.00629MTL029;NZD1;metaal: brons;munt;1883.0;1883.0;;23.4;NZD1.00629MTL029,NZD1,metaal: brons,munt,1883.0,1883.0,,23.4
NZD1.00629MTL030;NZD1;metaal: brons;munt;1903.0;1903.0;;23.4;NZD1.00629MTL030,NZD1,metaal: brons,munt,1903.0,1903.0,,23.4
NZD1.00629MTL031;NZD1;metaal: brons;munt;1904.0;1904.0;;23.4;NZD1.00629MTL031,NZD1,metaal: brons,munt,1904.0,1904.0,,23.4
NZD1.00629MTL032;NZD1;metaal: brons;munt;1898.0;1898.0;;19.0;NZD1.00629MTL032,NZD1,metaal: brons,munt,1898.0,1898.0,,19.0
NZD1.00629MTL033;NZD1;metaal: brons;munt;1899.0;1899.0;;19.0;NZD1.00629MTL033,NZD1,metaal: brons,munt,1899.0,1899.0,,19.0
NZD1.00629MTL034;NZD1;metaal: brons;munt;1900.0;1900.0;;19.0;NZD1.00629MTL034,NZD1,metaal: brons,munt,1900.0,1900.0,,19.0
NZD1.00629MTL035;NZD1;metaal: brons;munt;1902.0;1902.0;;19.0;NZD1.00629MTL035,NZD1,metaal: brons,munt,1902.0,1902.0,,19.0
NZD1.00629MTL036;NZD1;metaal: brons;munt;1906.0;1906.0;;19.0;NZD1.00629MTL036,NZD1,metaal: brons,munt,1906.0,1906.0,,19.0
NZD1.00629MTL037;NZD1;metaal: brons;munt;1914.0;1914.0;;19.0;NZD1.00629MTL037,NZD1,metaal: brons,munt,1914.0,1914.0,,19.0
NZD1.00629MTL038;NZD1;metaal: brons;munt;1915.0;1915.0;;19.0;NZD1.00629MTL038,NZD1,metaal: brons,munt,1915.0,1915.0,,19.0
NZD1.00629MTL039;NZD1;metaal: brons;munt;1917.0;1917.0;;19.0;NZD1.00629MTL039,NZD1,metaal: brons,munt,1917.0,1917.0,,19.0
NZD1.00629MTL040;NZD1;metaal: brons;munt;1917.0;1917.0;;19.0;NZD1.00629MTL040,NZD1,metaal: brons,munt,1917.0,1917.0,,19.0
NZD1.00629MTL041;NZD1;metaal: brons;munt;1919.0;1919.0;;19.0;NZD1.00629MTL041,NZD1,metaal: brons,munt,1919.0,1919.0,,19.0
NZD1.00629MTL042;NZD1;metaal: brons;munt;1921.0;1921.0;;19.0;NZD1.00629MTL042,NZD1,metaal: brons,munt,1921.0,1921.0,,19.0
NZD1.00629MTL043;NZD1;metaal: brons;munt;1922.0;1922.0;;19.0;NZD1.00629MTL043,NZD1,metaal: brons,munt,1922.0,1922.0,,19.0
NZD1.00629MTL044;NZD1;metaal: brons;munt;1922.0;1922.0;;19.0;NZD1.00629MTL044,NZD1,metaal: brons,munt,1922.0,1922.0,,19.0
NZD1.00629MTL045;NZD1;metaal: brons;munt;1937.0;1937.0;;19.0;NZD1.00629MTL045,NZD1,metaal: brons,munt,1937.0,1937.0,,19.0
NZD1.00629MTL046;NZD1;metaal: brons;munt;1937.0;1937.0;;19.0;NZD1.00629MTL046,NZD1,metaal: brons,munt,1937.0,1937.0,,19.0
NZD1.00629MTL047;NZD1;metaal: brons;munt;1941.0;1941.0;;19.0;NZD1.00629MTL047,NZD1,metaal: brons,munt,1941.0,1941.0,,19.0
NZD1.00629MTL048;NZD1;metaal: brons;munt;1941.0;1941.0;;19.0;NZD1.00629MTL048,NZD1,metaal: brons,munt,1941.0,1941.0,,19.0
NZD1.00629MTL049;NZD1;metaal: brons;munt;1941.0;1941.0;;19.0;NZD1.00629MTL049,NZD1,metaal: brons,munt,1941.0,1941.0,,19.0
NZD1.00629MTL050;NZD1;metaal: brons;munt;1941.0;1941.0;;19.0;NZD1.00629MTL050,NZD1,metaal: brons,munt,1941.0,1941.0,,19.0
NZD1.00629MTL051;NZD1;metaal: brons;munt;1948.0;1980.0;;17.0;NZD1.00629MTL051,NZD1,metaal: brons,munt,1948.0,1980.0,,17.0
NZD1.00629MTL052;NZD1;metaal: brons;munt;1948.0;1948.0;;17.0;NZD1.00629MTL052,NZD1,metaal: brons,munt,1948.0,1948.0,,17.0
NZD1.00629MTL053;NZD1;metaal: brons;munt;1948.0;1948.0;;17.0;NZD1.00629MTL053,NZD1,metaal: brons,munt,1948.0,1948.0,,17.0
NZD1.00629MTL054;NZD1;metaal: brons;munt;1948.0;1948.0;;17.0;NZD1.00629MTL054,NZD1,metaal: brons,munt,1948.0,1948.0,,17.0
NZD1.00629MTL055;NZD1;metaal: brons;munt;1948.0;1948.0;;17.0;NZD1.00629MTL055,NZD1,metaal: brons,munt,1948.0,1948.0,,17.0
NZD1.00629MTL056;NZD1;metaal: brons;munt;1948.0;1948.0;;17.0;NZD1.00629MTL056,NZD1,metaal: brons,munt,1948.0,1948.0,,17.0
NZD1.00629MTL057;NZD1;metaal: brons;munt;1948.0;1948.0;;17.0;NZD1.00629MTL057,NZD1,metaal: brons,munt,1948.0,1948.0,,17.0
NZD1.00629MTL058;NZD1;metaal: brons;munt;1948.0;1948.0;;17.0;NZD1.00629MTL058,NZD1,metaal: brons,munt,1948.0,1948.0,,17.0
NZD1.00629MTL059;NZD1;metaal: brons;munt;1950.0;1950.0;;17.0;NZD1.00629MTL059,NZD1,metaal: brons,munt,1950.0,1950.0,,17.0
NZD1.00629MTL060;NZD1;metaal: brons;munt;1950.0;1950.0;;17.0;NZD1.00629MTL060,NZD1,metaal: brons,munt,1950.0,1950.0,,17.0
NZD1.00629MTL061;NZD1;metaal: brons;munt;1950.0;1950.0;;17.0;NZD1.00629MTL061,NZD1,metaal: brons,munt,1950.0,1950.0,,17.0
NZD1.00629MTL062;NZD1;metaal: brons;munt;1950.0;1950.0;;17.0;NZD1.00629MTL062,NZD1,metaal: brons,munt,1950.0,1950.0,,17.0
NZD1.00629MTL063;NZD1;metaal: brons;munt;1950.0;1950.0;;17.0;NZD1.00629MTL063,NZD1,metaal: brons,munt,1950.0,1950.0,,17.0
NZD1.00629MTL064;NZD1;metaal: brons;munt;1951.0;1951.0;;17.0;NZD1.00629MTL064,NZD1,metaal: brons,munt,1951.0,1951.0,,17.0
NZD1.00629MTL065;NZD1;metaal: brons;munt;1951.0;1951.0;;17.0;NZD1.00629MTL065,NZD1,metaal: brons,munt,1951.0,1951.0,,17.0
NZD1.00629MTL066;NZD1;metaal: brons;munt;1951.0;1951.0;;17.0;NZD1.00629MTL066,NZD1,metaal: brons,munt,1951.0,1951.0,,17.0
NZD1.00629MTL067;NZD1;metaal: brons;munt;1951.0;1951.0;;17.0;NZD1.00629MTL067,NZD1,metaal: brons,munt,1951.0,1951.0,,17.0
NZD1.00629MTL068;NZD1;metaal: brons;munt;1953.0;1953.0;;17.0;NZD1.00629MTL068,NZD1,metaal: brons,munt,1953.0,1953.0,,17.0
NZD1.00629MTL069;NZD1;metaal: brons;munt;1954.0;1954.0;;17.0;NZD1.00629MTL069,NZD1,metaal: brons,munt,1954.0,1954.0,,17.0
NZD1.00629MTL070;NZD1;metaal: brons;munt;1954.0;1954.0;;17.0;NZD1.00629MTL070,NZD1,metaal: brons,munt,1954.0,1954.0,,17.0
NZD1.00629MTL071;NZD1;metaal: brons;munt;1956.0;1956.0;;17.0;NZD1.00629MTL071,NZD1,metaal: brons,munt,1956.0,1956.0,,17.0
NZD1.00629MTL072;NZD1;metaal: brons;munt;1957.0;1957.0;;17.0;NZD1.00629MTL072,NZD1,metaal: brons,munt,1957.0,1957.0,,17.0
NZD1.00629MTL073;NZD1;metaal: brons;munt;1965.0;1965.0;;17.0;NZD1.00629MTL073,NZD1,metaal: brons,munt,1965.0,1965.0,,17.0
NZD1.00629MTL074;NZD1;metaal: brons;munt;1970.0;1970.0;;17.0;NZD1.00629MTL074,NZD1,metaal: brons,munt,1970.0,1970.0,,17.0
NZD1.00629MTL075;NZD1;metaal: brons;munt;1971.0;1971.0;;26.0;NZD1.00629MTL075,NZD1,metaal: brons,munt,1971.0,1971.0,,26.0
NZD1.00629MTL076;NZD1;metaal: koper-nikkel;munt;1973.0;1973.0;;20.0;NZD1.00629MTL076,NZD1,metaal: koper-nikkel,munt,1973.0,1973.0,,20.0
NZD1.00629MTL077;NZD1;metaal: koper-zink;munt;1973.0;1973.0;;19.0;NZD1.00629MTL077,NZD1,metaal: koper-zink,munt,1973.0,1973.0,,19.0
NZD1.00629MTL078;NZD1;metaal: aluminium-brons;munt;1952.0;1952.0;;20.0;NZD1.00629MTL078,NZD1,metaal: aluminium-brons,munt,1952.0,1952.0,,20.0
NZD1.00629MTL079;NZD1;metaal: nikkel-messing;munt;1984.0;1984.0;;26.0;NZD1.00629MTL079,NZD1,metaal: nikkel-messing,munt,1984.0,1984.0,,26.0
NZD1.00629MTL080;NZD1;metaal: koper;munt;1902.0;1919.0;;22.0;NZD1.00629MTL080,NZD1,metaal: koper,munt,1902.0,1919.0,,22.0
NZD1.00629MTL081;NZD1;metaal: brons;munt;1957.0;1957.0;;19.0;NZD1.00629MTL081,NZD1,metaal: brons,munt,1957.0,1957.0,,19.0
NZD1.00629MTL082;NZD1;metaal: brons;munt;1958.0;2001.0;;19.0;NZD1.00629MTL082,NZD1,metaal: brons,munt,1958.0,2001.0,,19.0
NZD1.00629MTL083;NZD1;metaal: koper-nikkel;munt;1951.0;1951.0;;25.5;NZD1.00629MTL083,NZD1,metaal: koper-nikkel,munt,1951.0,1951.0,,25.5
NZD1.00629MTL084;NZD1;metaal: ijzer-koper;munt;1949.0;1949.0;;18.0;NZD1.00629MTL084,NZD1,metaal: ijzer-koper,munt,1949.0,1949.0,,18.0
NZD1.00629MTL085;NZD1;metaal: ijzer-koper;munt;1991.0;1991.0;;18.0;NZD1.00629MTL085,NZD1,metaal: ijzer-koper,munt,1991.0,1991.0,,18.0
NZD1.00629MTL086;NZD1;metaal: ijzer-koper;munt;1959.0;1959.0;;19.0;NZD1.00629MTL086,NZD1,metaal: ijzer-koper,munt,1959.0,1959.0,,19.0
NZD1.00629MTL087;NZD1;metaal: ijzer-koper;munt;1950.0;1950.0;;16.5;NZD1.00629MTL087,NZD1,metaal: ijzer-koper,munt,1950.0,1950.0,,16.5
NZD1.00629MTL088;NZD1;metaal: ijzer-koper;munt;1950.0;1950.0;;16.5;NZD1.00629MTL088,NZD1,metaal: ijzer-koper,munt,1950.0,1950.0,,16.5
NZD1.00629MTL089;NZD1;metaal: zink;munt;1941.0;1943.0;;26.0;NZD1.00629MTL089,NZD1,metaal: zink,munt,1941.0,1943.0,,26.0
NZD1.00629MTL090;NZD1;metaal: zink;munt;1941.0;1943.0;;22.0;NZD1.00629MTL090,NZD1,metaal: zink,munt,1941.0,1943.0,,22.0
NZD1.00629MTL091;NZD1;metaal: zink;munt;1941.0;1943.0;;22.0;NZD1.00629MTL091,NZD1,metaal: zink,munt,1941.0,1943.0,,22.0
NZD1.00629MTL092;NZD1;metaal: zink;munt;1941.0;1944.0;;17.0;NZD1.00629MTL092,NZD1,metaal: zink,munt,1941.0,1944.0,,17.0
NZD1.00629MTL093;NZD1;metaal: zink;munt;1941.0;1944.0;;17.0;NZD1.00629MTL093,NZD1,metaal: zink,munt,1941.0,1944.0,,17.0
NZD1.00629MTL094;NZD1;metaal: zink;munt;1941.0;1944.0;;17.0;NZD1.00629MTL094,NZD1,metaal: zink,munt,1941.0,1944.0,,17.0
NZD1.00629MTL095;NZD1;metaal: koper-nikkel-zink;munt;1997.0;1999.0;;20.5;NZD1.00629MTL095,NZD1,metaal: koper-nikkel-zink,munt,1997.0,1999.0,,20.5
NZD1.00629MTL096;NZD1;metaal: koper;munt;1833.0;1919.0;;22.0;NZD1.00629MTL096,NZD1,metaal: koper,munt,1833.0,1919.0,,22.0
NZD1.00630MTL001;NZD1;metaal: nikkel;munt;1948.0;1948.0;;19.0;NZD1.00630MTL001,NZD1,metaal: nikkel,munt,1948.0,1948.0,,19.0
NZD1.00630MTL002;NZD1;metaal: brons;munt;1948.0;1980.0;;21.0;NZD1.00630MTL002,NZD1,metaal: brons,munt,1948.0,1980.0,,21.0
NZD1.00630MTL003;NZD1;metaal: brons;munt;1960.0;1960.0;;17.0;NZD1.00630MTL003,NZD1,metaal: brons,munt,1960.0,1960.0,,17.0
NZD1.00630MTL004;NZD1;metaal: brons;munt;1957.0;1957.0;;17.0;NZD1.00630MTL004,NZD1,metaal: brons,munt,1957.0,1957.0,,17.0
NZD1.00630MTL005;NZD1;metaal: brons;munt;1956.0;1956.0;;17.0;NZD1.00630MTL005,NZD1,metaal: brons,munt,1956.0,1956.0,,17.0
NZD1.00630MTL006;NZD1;metaal: brons;munt;1916.0;1916.0;;19.0;NZD1.00630MTL006,NZD1,metaal: brons,munt,1916.0,1916.0,,19.0
NZD1.00630MTL007;NZD1;metaal: ijzer-koper;munt;1950.0;1950.0;;18.0;NZD1.00630MTL007,NZD1,metaal: ijzer-koper,munt,1950.0,1950.0,,18.0
NZD1.00630MTL008;NZD1;metaal: brons;munt;1939.0;1939.0;;17.5;NZD1.00630MTL008,NZD1,metaal: brons,munt,1939.0,1939.0,,17.5
NZD1.00630MTL009;NZD1;metaal: ijzer-koper-nikkel;munt;1989.0;1989.0;;18.0;NZD1.00630MTL009,NZD1,metaal: ijzer-koper-nikkel,munt,1989.0,1989.0,,18.0
NZD1.00630MTL010;NZD1;metaal: aluminium-brons;munt;1975.0;1975.0;;26.0;NZD1.00630MTL010,NZD1,metaal: aluminium-brons,munt,1975.0,1975.0,,26.0
NZD1.00630MTL011;NZD1;metaal: zink;munt;1941.0;1944.0;;17.0;NZD1.00630MTL011,NZD1,metaal: zink,munt,1941.0,1944.0,,17.0
NZD1.00630MTL012;NZD1;metaal: zink;munt;1941.0;1946.0;;26.0;NZD1.00630MTL012,NZD1,metaal: zink,munt,1941.0,1946.0,,26.0
NZD1.00630MTL013;NZD1;metaal: zink;munt;1941.0;1946.0;;22.0;NZD1.00630MTL013,NZD1,metaal: zink,munt,1941.0,1946.0,,22.0
NZD1.00631MTL004;NZD1;metaal: nikkel;munt;1948.0;1948.0;;19.0;NZD1.00631MTL004,NZD1,metaal: nikkel,munt,1948.0,1948.0,,19.0
NZD1.00631MTL005;NZD1;metaal: nikkel;munt;1950.0;1950.0;;19.0;NZD1.00631MTL005,NZD1,metaal: nikkel,munt,1950.0,1950.0,,19.0
NZD1.00631MTL006;NZD1;metaal: zilver;munt;1910.0;1925.0;;15.0;NZD1.00631MTL006,NZD1,metaal: zilver,munt,1910.0,1925.0,,15.0
NZD1.00631MTL007;NZD1;metaal: zilver;munt;1941.0;1941.0;;15.0;NZD1.00631MTL007,NZD1,metaal: zilver,munt,1941.0,1941.0,,15.0
NZD1.00631MTL008;NZD1;metaal: nikkel;munt;1948.0;1948.0;;15.0;NZD1.00631MTL008,NZD1,metaal: nikkel,munt,1948.0,1948.0,,15.0
NZD1.00631MTL009;NZD1;metaal: nikkel;munt;1948.0;1948.0;;15.0;NZD1.00631MTL009,NZD1,metaal: nikkel,munt,1948.0,1948.0,,15.0
NZD1.00631MTL010;NZD1;metaal: nikkel;munt;1948.0;1948.0;;15.0;NZD1.00631MTL010,NZD1,metaal: nikkel,munt,1948.0,1948.0,,15.0
NZD1.00631MTL011;NZD1;metaal: nikkel;munt;1950.0;1950.0;;15.0;NZD1.00631MTL011,NZD1,metaal: nikkel,munt,1950.0,1950.0,,15.0
NZD1.00631MTL012;NZD1;metaal: nikkel;munt;1951.0;1951.0;;15.0;NZD1.00631MTL012,NZD1,metaal: nikkel,munt,1951.0,1951.0,,15.0
NZD1.00631MTL013;NZD1;metaal: nikkel;munt;1951.0;1951.0;;15.0;NZD1.00631MTL013,NZD1,metaal: nikkel,munt,1951.0,1951.0,,15.0
NZD1.00631MTL014;NZD1;metaal: nikkel;munt;1956.0;1956.0;;15.0;NZD1.00631MTL014,NZD1,metaal: nikkel,munt,1956.0,1956.0,,15.0
NZD1.00631MTL015;NZD1;metaal: nikkel;munt;1957.0;1957.0;;15.0;NZD1.00631MTL015,NZD1,metaal: nikkel,munt,1957.0,1957.0,,15.0
NZD1.00631MTL016;NZD1;metaal: nikkel;munt;1958.0;1958.0;;15.0;NZD1.00631MTL016,NZD1,metaal: nikkel,munt,1958.0,1958.0,,15.0
NZD1.00631MTL017;NZD1;metaal: nikkel;munt;1958.0;1958.0;;15.0;NZD1.00631MTL017,NZD1,metaal: nikkel,munt,1958.0,1958.0,,15.0
NZD1.00631MTL018;NZD1;metaal: nikkel;munt;1961.0;1961.0;;15.0;NZD1.00631MTL018,NZD1,metaal: nikkel,munt,1961.0,1961.0,,15.0
NZD1.00631MTL019;NZD1;metaal: brons;munt;1948.0;1948.0;;21.0;NZD1.00631MTL019,NZD1,metaal: brons,munt,1948.0,1948.0,,21.0
NZD1.00631MTL020;NZD1;metaal: brons;munt;1984.0;1984.0;;21.0;NZD1.00631MTL020,NZD1,metaal: brons,munt,1984.0,1984.0,,21.0
NZD1.00631MTL021;NZD1;metaal: brons;munt;1886.0;1886.0;;23.4;NZD1.00631MTL021,NZD1,metaal: brons,munt,1886.0,1886.0,,23.4
NZD1.00631MTL022;NZD1;metaal: brons;munt;1878.0;1878.0;;19.0;NZD1.00631MTL022,NZD1,metaal: brons,munt,1878.0,1878.0,,19.0
NZD1.00631MTL023;NZD1;metaal: brons;munt;1883.0;1883.0;;19.0;NZD1.00631MTL023,NZD1,metaal: brons,munt,1883.0,1883.0,,19.0
NZD1.00631MTL024;NZD1;metaal: brons;munt;1906.0;1906.0;;19.0;NZD1.00631MTL024,NZD1,metaal: brons,munt,1906.0,1906.0,,19.0
NZD1.00631MTL025;NZD1;metaal: brons;munt;1906.0;1906.0;;19.0;NZD1.00631MTL025,NZD1,metaal: brons,munt,1906.0,1906.0,,19.0
NZD1.00631MTL026;NZD1;metaal: brons;munt;1922.0;1922.0;;19.0;NZD1.00631MTL026,NZD1,metaal: brons,munt,1922.0,1922.0,,19.0
NZD1.00631MTL027;NZD1;metaal: brons;munt;1922.0;1922.0;;19.0;NZD1.00631MTL027,NZD1,metaal: brons,munt,1922.0,1922.0,,19.0
NZD1.00631MTL028;NZD1;metaal: brons;munt;1922.0;1922.0;;19.0;NZD1.00631MTL028,NZD1,metaal: brons,munt,1922.0,1922.0,,19.0
NZD1.00631MTL029;NZD1;metaal: brons;munt;1926.0;1926.0;;19.0;NZD1.00631MTL029,NZD1,metaal: brons,munt,1926.0,1926.0,,19.0
NZD1.00631MTL030;NZD1;metaal: brons;munt;1927.0;1927.0;;19.0;NZD1.00631MTL030,NZD1,metaal: brons,munt,1927.0,1927.0,,19.0
NZD1.00631MTL031;NZD1;metaal: brons;munt;1929.0;1929.0;;19.0;NZD1.00631MTL031,NZD1,metaal: brons,munt,1929.0,1929.0,,19.0
NZD1.00631MTL032;NZD1;metaal: brons;munt;1939.0;1939.0;;19.0;NZD1.00631MTL032,NZD1,metaal: brons,munt,1939.0,1939.0,,19.0
NZD1.00631MTL033;NZD1;metaal: brons;munt;1939.0;1939.0;;19.0;NZD1.00631MTL033,NZD1,metaal: brons,munt,1939.0,1939.0,,19.0
NZD1.00631MTL034;NZD1;metaal: brons;munt;1941.0;1941.0;;19.0;NZD1.00631MTL034,NZD1,metaal: brons,munt,1941.0,1941.0,,19.0
NZD1.00631MTL035;NZD1;metaal: brons;munt;1948.0;1948.0;;17.0;NZD1.00631MTL035,NZD1,metaal: brons,munt,1948.0,1948.0,,17.0
NZD1.00631MTL036;NZD1;metaal: brons;munt;1948.0;1948.0;;17.0;NZD1.00631MTL036,NZD1,metaal: brons,munt,1948.0,1948.0,,17.0
NZD1.00631MTL037;NZD1;metaal: brons;munt;1950.0;1950.0;;17.0;NZD1.00631MTL037,NZD1,metaal: brons,munt,1950.0,1950.0,,17.0
NZD1.00631MTL038;NZD1;metaal: brons;munt;1950.0;1950.0;;17.0;NZD1.00631MTL038,NZD1,metaal: brons,munt,1950.0,1950.0,,17.0
NZD1.00631MTL039;NZD1;metaal: brons;munt;1950.0;1950.0;;17.0;NZD1.00631MTL039,NZD1,metaal: brons,munt,1950.0,1950.0,,17.0
NZD1.00631MTL040;NZD1;metaal: brons;munt;1950.0;1950.0;;17.0;NZD1.00631MTL040,NZD1,metaal: brons,munt,1950.0,1950.0,,17.0
NZD1.00631MTL041;NZD1;metaal: brons;munt;1950.0;1950.0;;17.0;NZD1.00631MTL041,NZD1,metaal: brons,munt,1950.0,1950.0,,17.0
NZD1.00631MTL042;NZD1;metaal: brons;munt;1952.0;1952.0;;17.0;NZD1.00631MTL042,NZD1,metaal: brons,munt,1952.0,1952.0,,17.0
NZD1.00631MTL043;NZD1;metaal: brons;munt;1954.0;1954.0;;17.0;NZD1.00631MTL043,NZD1,metaal: brons,munt,1954.0,1954.0,,17.0
NZD1.00631MTL044;NZD1;metaal: brons;munt;1954.0;1954.0;;17.0;NZD1.00631MTL044,NZD1,metaal: brons,munt,1954.0,1954.0,,17.0
NZD1.00631MTL045;NZD1;metaal: brons;munt;1966.0;1966.0;;17.0;NZD1.00631MTL045,NZD1,metaal: brons,munt,1966.0,1966.0,,17.0
NZD1.00631MTL046;NZD1;metaal: brons;munt;1969.0;1969.0;;17.0;NZD1.00631MTL046,NZD1,metaal: brons,munt,1969.0,1969.0,,17.0
NZD1.00631MTL047;NZD1;metaal: aluminium-brons;munt;1986.0;1986.0;;25.5;NZD1.00631MTL047,NZD1,metaal: aluminium-brons,munt,1986.0,1986.0,,25.5
NZD1.00631MTL048;NZD1;metaal: koper-nikkel;munt;1994.0;1994.0;;20.0;NZD1.00631MTL048,NZD1,metaal: koper-nikkel,munt,1994.0,1994.0,,20.0
NZD1.00631MTL049;NZD1;metaal: brons;munt;1959.0;1959.0;;17.0;NZD1.00631MTL049,NZD1,metaal: brons,munt,1959.0,1959.0,,17.0
NZD1.00631MTL050;NZD1;metaal: brons;munt;1980.0;1980.0;;20.3;NZD1.00631MTL050,NZD1,metaal: brons,munt,1980.0,1980.0,,20.3
NZD1.00631MTL051;NZD1;metaal: koper-nikkel;munt;1950.0;1950.0;;20.0;NZD1.00631MTL051,NZD1,metaal: koper-nikkel,munt,1950.0,1950.0,,20.0
NZD1.00631MTL052;NZD1;metaal: ijzer-koper;munt;1950.0;1950.0;;21.5;NZD1.00631MTL052,NZD1,metaal: ijzer-koper,munt,1950.0,1950.0,,21.5
NZD1.00631MTL053;NZD1;metaal: ijzer-koper;munt;1950.0;1950.0;;18.0;NZD1.00631MTL053,NZD1,metaal: ijzer-koper,munt,1950.0,1950.0,,18.0
NZD1.00631MTL054;NZD1;metaal: ijzer-koper;munt;1950.0;1950.0;;16.5;NZD1.00631MTL054,NZD1,metaal: ijzer-koper,munt,1950.0,1950.0,,16.5
NZD1.00631MTL055;NZD1;metaal: brons;munt;1948.0;1948.0;;20.0;NZD1.00631MTL055,NZD1,metaal: brons,munt,1948.0,1948.0,,20.0
NZD1.00631MTL056;NZD1;metaal: koper;munt;1890.0;1916.0;;17.5;NZD1.00631MTL056,NZD1,metaal: koper,munt,1890.0,1916.0,,17.5
NZD1.00631MTL057;NZD1;metaal: zink;munt;1941.0;1943.0;;22.0;NZD1.00631MTL057,NZD1,metaal: zink,munt,1941.0,1943.0,,22.0
NZD1.00631MTL058;NZD1;metaal: zink;munt;1941.0;1943.0;;22.0;NZD1.00631MTL058,NZD1,metaal: zink,munt,1941.0,1943.0,,22.0
NZD1.00631MTL059;NZD1;metaal: zink;munt;1942.0;1942.0;;17.5;NZD1.00631MTL059,NZD1,metaal: zink,munt,1942.0,1942.0,,17.5
NZD1.00631MTL122;NZD1;metaal: zink;munt;1942.0;1942.0;;22.0;NZD1.00631MTL122,NZD1,metaal: zink,munt,1942.0,1942.0,,22.0
NZD1.00632MTL001;NZD1;metaal: zink;munt;1941.0;1944.0;;17.0;NZD1.00632MTL001,NZD1,metaal: zink,munt,1941.0,1944.0,,17.0
NZD1.00632MTL002;NZD1;metaal: zink;munt;1941.0;1944.0;;17.0;NZD1.00632MTL002,NZD1,metaal: zink,munt,1941.0,1944.0,,17.0
NZD1.00632MTL003;NZD1;metaal: zilver;munt;1960.0;1960.0;;33.0;NZD1.00632MTL003,NZD1,metaal: zilver,munt,1960.0,1960.0,,33.0
